Adler, Felix	https://en.wikipedia.org/wiki/Felix_Adler_(professor	md
Adler, Jacob	https://en.wikipedia.org/wiki/Jacob_Pavlovich_Adler	md
Adler, Stella	https://en.wikipedia.org/wiki/Stella_Adler	api
Adolf Hitler 2		
Africa		
Afro-American		
Agassiz	https://en.wikipedia.org/wiki/Louis_Agassiz	md
Agoult	https://en.wikipedia.org/wiki/Marie_d%27Agoult	api
Agricola	https://en.wikipedia.org/wiki/Georgius_Agricola	md
Agriculture		
Air Conditioning	https://en.wikipedia.org/wiki/Air_conditioning	md
Air Quality		
Airbrake	https://en.wikipedia.org/wiki/Railway_air_brake	md
Airplane	https://en.wikipedia.org/wiki/Airplane	md
Airy		
Airy, George B.		
Al Battani		
Al Farghani		
Al Hazen		
Al-Farghani		
Alaska Purchase	https://en.wikipedia.org/wiki/Alaska_Purchase	md
Albani	https://en.wikipedia.org/wiki/Albania	api
Alberti	https://en.wikipedia.org/wiki/Leon_Battista_Alberti	md
Albertus Magnus	https://en.wikipedia.org/wiki/Albertus_Magnus	md
Alchemy		
Alcock & Brown	https://en.wikipedia.org/wiki/Transatlantic_flight_of_Alcock_and_Brown	api
Alcohol		
Alcoholic		
Alcott LM	https://en.wikipedia.org/wiki/Louisa_May_Alcott	md
Alcubierre	https://en.wikipedia.org/wiki/Roque_Joaqu%C3%ADn_de_Alcubierre	md
Aldus Manutius	https://en.wikipedia.org/wiki/Aldus_Manutius	md
Alexander VI	https://en.wikipedia.org/wiki/Pope_Alexander_VI	md
Alexander the Great	http://en.wikipedia.org/wiki/Alexander_the_Great	md
Alfonso VI	https://en.wikipedia.org/wiki/Alfonso_VI_of_Le%C3%B3n_and_Castile	md
Alfonso X	https://en.wikipedia.org/wiki/Alfonso_X_of_Castile	md
Algarotti	https://en.wikipedia.org/wiki/Francesco_Algarotti	md
Algarotti, F		
Algorithm		
Allen		
Allen, Thomas		
Allgemeine Zeitung	https://en.wikipedia.org/wiki/Allgemeine_Zeitung	md
Allgood		
Allston		
Allston, W		
Alternating Current  AC	https://en.wikipedia.org/wiki/War_of_Currents	md
Alternative Energy		
Amazon Rainforest	https://en.wikipedia.org/wiki/Amazon_rainforest	md
American Express	http://en.wikipedia.org/wiki/American_Express	md
American Philosophical Society	https://en.wikipedia.org/wiki/American_Philosophical_Society	md
American Revolution	https://en.wikipedia.org/wiki/American_Revolution	api
American Society for Promoting Useful Knowledge	https://en.wikipedia.org/wiki/American_Philosophical_Society	api
Amp		
Ampere J	https://en.wikipedia.org/wiki/Amp%C3%A8re%27s_circuital_law	api
Ampere, Andre		
Amundsen	https://en.wikipedia.org/wiki/Roald_Amundsen	md
Anacreon	https://en.wikipedia.org/wiki/Anacreon	md
Anaesthesia	https://en.wikipedia.org/wiki/General_anaesthesia	api
Anatomy		
Ancient		
Ancient Greece	https://en.wikipedia.org/wiki/Ancient_Greece	md
Ancient India / Hindu		
Andersen HC	https://en.wikipedia.org/wiki/Hans_Christian_Andersen	md
Andral	https://en.wikipedia.org/wiki/Gabriel_Andral	md
Andreae	https://en.wikipedia.org/wiki/Johannes_Valentinus_Andreae	md
André Masséna, Prince of Essling	https://en.wikipedia.org/wiki/Andr%C3%A9_Mass%C3%A9na	api
Anesthetic	https://en.wikipedia.org/wiki/Anesthetic	md
Aniline Dye	https://en.wikipedia.org/wiki/Aniline#Synthetic_dye_industry	md
Anne Frank	https://en.wikipedia.org/wiki/Anne_Frank	api
Anselm of Bec	https://en.wikipedia.org/wiki/Anselm_of_Canterbury	md
Anson		
Anson, G Adm.		
Anthony, SB	https://en.wikipedia.org/wiki/Susan_B._Anthony	md
Anthracene	https://en.wikipedia.org/wiki/Anthracene	md
Anthracite Coal		
Anthropology		
Anti-handshake movements		
Antikythera mechanism		
Antiquities		
Antiseptic	https://en.wikipedia.org/wiki/Antiseptic	md
Apian		
Apian, Peter		
Apollinaire	"http://en.wikipedia.org/wiki/Apollinaire ""Apollinaire"""	md
Appert		
Apple Computer		
Appleton		
Appleton Layer	https://en.wikipedia.org/wiki/F_region	api
Appleton, Edward	https://en.wikipedia.org/wiki/Edward_Victor_Appleton	md
Aquinas		
Arabian Horse	https://en.wikipedia.org/wiki/Arabian_horse	md
Arago		
Arbuckle, Fatty		
Arbuthnot		
Arbuthnot, John		
Arc Light		
Archeology	https://en.wikipedia.org/wiki/Archaeology	md
Archer, Wm	https://en.wikipedia.org/wiki/William_Archer_(critic	md
Archimedes	"https://en.wikipedia.org/wiki/Archimedes_%28crater%29 ""Archimedes (crater"	md
Architect		
Architecture		
Arden, Elizabeth	https://en.wikipedia.org/wiki/Elizabeth_Arden	md
Aretino, P	https://en.wikipedia.org/wiki/Pietro_Aretino	md
Argand		
Argand, F-P		
Argelander		
Argelander, FWA		
Aristotle	http://en.wikipedia.org/wiki/Aristotle	md
Arkwright, Richard	https://en.wikipedia.org/wiki/Richard_Arkwright	md
Arlen H	https://en.wikipedia.org/wiki/Harold_Arlen	md
Armansperg		
Arminius	https://en.wikipedia.org/wiki/Jacobus_Arminius	md
Armstrong, Louis	http://en.wikipedia.org/wiki/Louis_Armstrong	md
Armstrong, Wm G	https://en.wikipedia.org/wiki/William_Armstrong,_1st_Baron_Armstrong	md
Arnauld, A	https://en.wikipedia.org/wiki/Antoine_Arnauld	md
Arnim A von		
Arnim B von		
Arnold M		
Arnold, Benedict Gen		
Arnold, Hap Gen		
Arnold, Joseph	https://en.wikipedia.org/wiki/Joseph_Arnold	api
Aronson, B	https://en.wikipedia.org/wiki/Boris_Aronson	md
Arp		
Arrighi		
Arrighi, L		
Arrol, Wm Sir	https://en.wikipedia.org/wiki/William_Arrol	md
Art		
Art Nouveau		
Art Students League of New York		
Artefact		
Artillery Cannon		
Artisan		
Arts & Crafts Movement		
Ashton Sir F	https://en.wikipedia.org/wiki/Frederick_Ashton	md
Asimov		
Assassination	https://en.wikipedia.org/wiki/Assassination	md
Assembly Line		
Astor, John J	https://en.wikipedia.org/wiki/Astor_family	api
Astrology		
Astronomy		
Astronomy1		
Astrophysics		
Atalia Mohamed	https://en.wikipedia.org/wiki/Mohamed_M._Atalla	md
Attila the Hun		
Aubrey		
Aubrey, John		
Auden WH	https://en.wikipedia.org/wiki/W._H._Auden	md
Audimeter	https://en.wikipedia.org/wiki/Nielsen_Media_Research	api
Audion / vacuum tube		
Audubon, John J	https://en.wikipedia.org/wiki/John_James_Audubon	md
Auenbrugger		
Auenbrugger, L		
Austen J		
Austria		
Author		
Avatars	https://en.wikipedia.org/wiki/Avatar	api
Average Person	https://en.wikipedia.org/wiki/Pipes_of_Peace	api
Averroes	https://en.wikipedia.org/wiki/Averroes	md
Aviation	https://en.wikipedia.org/wiki/Aviation	md
Avicenna		
Avogadro		
Avogadro Number	https://en.wikipedia.org/wiki/Avogadro_constant	api
Award / Prize		
Ayer FW	https://en.wikipedia.org/wiki/Francis_Ayer	md
Ayrton WE	https://en.wikipedia.org/wiki/William_Edward_Ayrton	md
Azzolino		
BASF IG Farben		
BBC		
Babbage, Charles	https://en.wikipedia.org/wiki/Charles_Babbage	md
Babbitt I	https://en.wikipedia.org/wiki/Irving_Babbitt	md
Baby Carriage	https://en.wikipedia.org/wiki/Baby_transport	api
Bacall, Lauren		
Bach CPE		
Bach JS		
Bache	https://en.wikipedia.org/wiki/Johann_Sebastian_Bach	api
Bacon F		
Bacon, Francis		
Bacon, Roger	https://en.wikipedia.org/wiki/Roger_Bacon	md
Bacteriology		
Baden-Powell Sir GS	https://en.wikipedia.org/wiki/George_Baden-Powell	md
Baden-Powell Sir RSS		
Bader, Douglas	https://en.wikipedia.org/wiki/Douglas_Bader	api
Baer von		
Baeyer A von		
Baikonur cosmodrome		
Bailey WT	https://en.wikipedia.org/wiki/Walter_T._Bailey	md
Baily EH		
Baird JL	https://en.wikipedia.org/wiki/John_Logie_Baird	md
Baird, SF	https://en.wikipedia.org/wiki/Swallow	api
Baker, Benjamin		
Baker, Josephine		
Balanchine	https://en.wikipedia.org/wiki/George_Balanchine	md
Balfour, Arthur	https://en.wikipedia.org/wiki/Arthur_Balfour	md
Baliani		
Baliani, GB		
Balkans		
Ball		
Ball bearings	https://en.wikipedia.org/wiki/Ball_bearing	api
Ball, AJ		
Ballet		
Balloonist		
Ballpoint pen	https://en.wikipedia.org/wiki/Ballpoint_pen	api
Balzac	https://en.wikipedia.org/wiki/Honor%C3%A9_de_Balzac	md
Banana	http://en.wikipedia.org/wiki/Banana	md
Bancroft, Ed		
Bancroft, George		
Bankes, William		
Banks, J Sir	https://en.wikipedia.org/wiki/Joseph_Banks	md
Bantock Sir G	https://en.wikipedia.org/wiki/Granville_Bantock	api
Barbary pirates	https://en.wikipedia.org/wiki/Barbary_pirates	md
Barbed Wire	https://en.wikipedia.org/wiki/Barbed_wire	md
Barber, Samuel	https://en.wikipedia.org/wiki/Samuel_Barber	md
Barberini Family	https://en.wikipedia.org/wiki/Barberini_family	md
Barberini, Cornelia	https://en.wikipedia.org/wiki/Barberini_family	api
Barberini, Urbano Pope		
Barcode	http://en.wikipedia.org/wiki/Barcode	md
Bardeen, John	https://en.wikipedia.org/wiki/John_Bardeen	md
Barnum, PT	https://en.wikipedia.org/wiki/P._T._Barnum	md
Barometer	https://en.wikipedia.org/wiki/Barometer	md
Baron von Reichenbach, Carl	https://en.wikipedia.org/wiki/Carl_Reichenbach	api
Barrie JM	https://en.wikipedia.org/wiki/J._M._Barrie	api
Barrow		
Barrow, I		
Barry, C Sir		
Barrymore		
Bartholin E	https://en.wikipedia.org/wiki/Bartholin%27s_gland	api
Bartholin T	https://en.wikipedia.org/wiki/Thomas_Bartholin	md
Bartlett, Josiah		
Bartok		
Bartok, B		
Barton, Catherine	https://en.wikipedia.org/wiki/Catherine_Barton	api
Barton, Clara		
Baseball	https://en.wikipedia.org/wiki/Baseball	md
Basketball	https://en.wikipedia.org/wiki/Basketball	md
Basselin	https://en.wikipedia.org/wiki/Olivier_Basselin	md
Bassi AM	https://en.wikipedia.org/wiki/Laura_Bassi	api
Battalions of Death		
Battery	https://en.wikipedia.org/wiki/Electric_battery	md
Battle Hymn Glory Glory	https://en.wikipedia.org/wiki/Battle_Hymn_of_the_Republic	md
Battle of Britain	https://en.wikipedia.org/wiki/Battle_of_Britain	md
Battle of Ticonderoga		
Baudelaire	https://en.wikipedia.org/wiki/Charles_Baudelaire	md
Bauersfeld		
Baxter, W	https://en.wikipedia.org/wiki/Meredith_Baxter	api
Bayes		
Bayes, Thomas		
Bayeux Tapestry		
Bayle	https://en.wikipedia.org/wiki/Pierre_Bayle	md
Bayonet	http://en.wikipedia.org/wiki/Bayonet	md
Bazalgette, JW		
Beach Boys	https://en.wikipedia.org/wiki/The_Beach_Boys	api
Beardmore		
Beardmore, Wm		
Beardsley A		
Beatles		
Beauchamp		
Beauchamp, P		
Beaumarchais	https://en.wikipedia.org/wiki/Pierre_Beaumarchais	md
Beccaria	https://en.wikipedia.org/wiki/Cesare_Beccaria	api
Beccaria, C	https://en.wikipedia.org/wiki/Cesare_Beccaria	md
Bechet, Sidney	http://en.wikipedia.org/wiki/Sidney_Bechet	md
Beckett S		
Beckett, Samuel		
Beckett, Sir E	https://en.wikipedia.org/wiki/Edmund_Beckett,_1st_Baron_Grimthorpe	md
Beckford		
Becquerel	https://en.wikipedia.org/wiki/Henri_Becquerel	md
Becquerel, HA	https://en.wikipedia.org/wiki/Henri_Becquerel	md
Beddoes		
Bedson		
Beebe		
Beebe, Wm ALVIN		
Beecham Sir T	https://en.wikipedia.org/wiki/Thomas_Beecham	md
Beeckman		
Beeckman, I		
Beerbohm M	https://en.wikipedia.org/wiki/Max_Beerbohm	api
Beethoven, L van	https://en.wikipedia.org/wiki/Ludwig_van_Beethoven	md
Behaim M	https://en.wikipedia.org/wiki/Martin_Behaim	md
Belasco, D	https://en.wikipedia.org/wiki/David_Belasco	md
Belgium		
Belinsky		
Belinsky, VG		
Bell , Alexander G		
Bell AM		
Bell Labs		
Bell, Charles	https://en.wikipedia.org/wiki/Charles_Bell	api
Bellamy		
Bellamy, E	https://en.wikipedia.org/wiki/Craig_Bellamy	api
Bellarmine		
Bellarmine, St		
Bellini, Gentile	https://en.wikipedia.org/wiki/Gentile_Bellini	md
Bellini, Giovanni	https://en.wikipedia.org/wiki/Giovanni_Bellini	md
Belloc H	https://en.wikipedia.org/wiki/Hilaire_Belloc	md
Belon		
Belon, P		
Belson, William		
Ben-gurion		
Bends		
Benedetti		
Benedetti, GB		
Benes E	https://en.wikipedia.org/wiki/Edvard_Bene%C5%A1	md
Bennet, J Gordon	https://en.wikipedia.org/wiki/James_Gordon_Bennett_Sr.	md
Benny, J		
Benny, Jack		
Bentham J	https://en.wikipedia.org/wiki/Jeremy_Bentham	md
Bentham S	https://en.wikipedia.org/wiki/Samuel_Bentham	md
Benzene ring	https://en.wikipedia.org/wiki/Benzene#Structure	md
Berg, Gertrude	https://en.wikipedia.org/wiki/Gertrude_Berg	md
Bergson		
Berkeley		
Berkeley, George		
Berkman A	https://en.wikipedia.org/wiki/Alexander_Berkman	md
Berlin, I		
Berlin, Irving		
Berliner		
Berliner, E		
Berlioz		
Berlioz, H		
Bernadotte JBJ	https://en.wikipedia.org/wiki/Charles_XIV_John	md
Bernadotte, Folke	https://en.wikipedia.org/wiki/Folke_Bernadotte	md
Bernard C		
Bernard of Chartres	https://en.wikipedia.org/wiki/Bernard_of_Chartres	md
Bernard, Claude		
Bernays, Edward		
Berners-Lee		
Bernhardt, Sarah		
Bernini	https://en.wikipedia.org/wiki/Gian_Lorenzo_Bernini	md
Bernoulli D		
Bernoulli J	https://en.wikipedia.org/wiki/Johann_Bernoulli	md
Bernoulli, Daniel		
Bernstein L		
Bernstein, Leonard		
Bert		
Bert, Paul		
Berthollet		
Berthollet, C-L		
Berti		
Berti, G		
Berzelius, JJ	https://en.wikipedia.org/wiki/J%C3%B6ns_Jacob_Berzelius	md
Besant A		
Besant Sir W	https://en.wikipedia.org/wiki/Walter_Besant	md
Besant, Annie		
Bessarion		
Bessarion, John		
Bessel		
Bessel, F		
Bessemer		
Bessemer Steel	https://en.wikipedia.org/wiki/Bessemer_process	md
Bethe	https://en.wikipedia.org/wiki/Hans_Bethe	md
Bethlehem Steel	https://en.wikipedia.org/wiki/Bethlehem_Steel	md
Betjeman J	https://en.wikipedia.org/wiki/John_Betjeman	md
Bette Davis		
Bichat		
Bichat, X		
Bifocals	https://en.wikipedia.org/wiki/Bifocals	md
Big Bang		
Big Ben	https://en.wikipedia.org/wiki/Big_Ben	md
Big Data		
Bigelow J		
Bigelow, John		
Billroth		
Billroth, CAT		
Bin Laden, O		
Biology		
Biomass		
Biot		
Biot, J-B		
Birdseye, Clarence		
Birkbeck		
Birkbeck, George		
Biro		
Biro, L		
Bismarck von 2	https://en.wikipedia.org/wiki/Carl_von_Bismarck	api
Bismarck, Otto von	https://en.wikipedia.org/wiki/Otto_von_Bismarck	md
Bizet		
Bizet, George		
Bjerknes V	https://en.wikipedia.org/wiki/Vilhelm_Bjerknes	md
Blacas, Duc de	https://en.wikipedia.org/wiki/Pierre_Louis_Jean_Casimir_de_Blacas	api
Black		
Black Holes		
Black, Joseph		
Blaeuw		
Blaeuw, JW		
Blake W		
Blake, William		
Blanchard		
Blanchard, Thomas		
Blavatsky, Helena P	https://en.wikipedia.org/wiki/Helena_Blavatsky	md
Bleach	https://en.wikipedia.org/wiki/Bleach	md
Bleriot	"https://en.wikipedia.org/wiki/Bleriot_%28moonlet%29 ""Bleriot (moonlet"	md
Bligh HMS Bounty	https://en.wikipedia.org/wiki/William_Bligh	md
Blood Circulation	https://en.wikipedia.org/wiki/Circulatory_system	md
Blood Typing	https://en.wikipedia.org/wiki/Blood_type	md
Blood tests	https://en.wikipedia.org/wiki/Blood_test	md
Blucher	https://en.wikipedia.org/wiki/Gebhard_Leberecht_von_Bl%C3%BCcher	md
Blue Funnel Line		
Blumenbach		
Blumenbach, JF		
Blunt, Lady Anne		
Bly, N		
Boas, Franz		
Boccaccio	https://en.wikipedia.org/wiki/Giovanni_Boccaccio	api
Bode		
Bode, JE		
Bodley T	https://en.wikipedia.org/wiki/The_Bodley_Head	api
Boerhaave		
Boerhaave, H		
Bogart H		
Bohr		
Bohr, Niels		
Boileau		
Boileau, N		
Boisbaudran		
Boissier de Sauvages	https://en.wikipedia.org/wiki/Fran%C3%A7ois_Boissier_de_Sauvages_de_Lacroix	md
Boleyn	https://en.wikipedia.org/wiki/Bolton	api
Bolivar, Simon		
Boll		
Boll, FC		
Bolshoi	https://en.wikipedia.org/wiki/Bolshoi_Theatre	md
Boltzmann		
Boltzmann, L		
Bonet		
Bonet, JP		
Bonnet		
Bonnet, Chls		
Bonnie Prince Charlie	"https://en.wikipedia.org/wiki/Bonnie_Prince_Charlie_%281948_film%29 ""Bonnie Prince Charlie (1948 film"	md
Bononcini		
Bonpland		
Bonpland, AJA		
Bonstetten		
Bonstetten, KV von		
Boole		
Boone, Daniel		
Booth JW		
Booth Sir F	https://en.wikipedia.org/wiki/Felix_Booth	md
Booth, Henry	https://en.wikipedia.org/wiki/Henry_Booth	md
Booth, Wm		
Bopp		
Bopp, F		
Borax		
Borelli		
Borelli, G		
Borges, JL	https://en.wikipedia.org/wiki/Funes_the_Memorious	api
Borgia C		
Borgia L		
Borgia, Cesare		
Borgia, Lucrezia		
Born		
Born, Max		
Borodin		
Borodin, A		
Borromini		
Borromini, FC		
Bosch, Hieronymous	https://en.wikipedia.org/wiki/Hieronymus_Bosch	md
Boscovich RG	https://en.wikipedia.org/wiki/Atmosphere_of_the_Moon	api
Boston Tea Party	"https://en.wikipedia.org/wiki/Boston_Tea_Party_%28political_party%29 ""Boston Tea Party (political party"	md
Boswell		
Boswell, James		
Botany		
Bothwell		
Bottger JF	https://en.wikipedia.org/wiki/Palmitoylethanolamide	api
Botticelli		
Botticelli, A		
Bottle Cap	http://en.wikipedia.org/wiki/Bottle_cap	md
Bouchon		
Bouchon, B		
Boucicault, D		
Boulanger		
Boulanger, Nadia		
Boulton, Matthew	https://en.wikipedia.org/wiki/Matthew_Boulton	md
Boussingault JBJD	https://en.wikipedia.org/wiki/Jean-Baptiste_Boussingault	md
Bow, Clara	https://en.wikipedia.org/wiki/Clara_Bow	md
Bowen Sir GF	https://en.wikipedia.org/wiki/George_Bowen	md
Bowie, David		
Boyle's Law	https://en.wikipedia.org/wiki/Boyle%27s_law	md
Boyle, Robert	https://en.wikipedia.org/wiki/Robert_Boyle	md
Boys, CV		
Bradbury, Ray		
Bradlaugh		
Bradlaugh, Chls		
Brady, M		
Bragg, W Lawrence Sir	https://en.wikipedia.org/wiki/Lawrence_Bragg	md
Bragg, William Henry	https://en.wikipedia.org/wiki/William_Henry_Bragg	md
Brahe	https://en.wikipedia.org/wiki/Tycho_Brahe	md
Brahe, Tyco		
Brahms		
Brahms, J		
Braid		
Braid, James		
Braille Writing	https://en.wikipedia.org/wiki/Braille	md
Braille, Louis	https://en.wikipedia.org/wiki/Louis_Braille	api
Bramah		
Bramante		
Bramante, D		
Brandeis, LD	https://en.wikipedia.org/wiki/Louis_Brandeis	md
Brandes G	https://en.wikipedia.org/wiki/Georg_Brandes	api
Brando, Marlon		
Branson, Richard		
Braque		
Braque, G		
Brattain		
Brattain, W		
Braun		
Braun, KF		
Braxton, Carter	https://en.wikipedia.org/wiki/Carter_Braxton	api
Brecht, Bertholt	https://en.wikipedia.org/wiki/Bertolt_Brecht	md
Breguet AL	https://en.wikipedia.org/wiki/Abraham-Louis_Breguet	md
Brentano von		
Brentano, C von		
Breton A		
Breuer		
Breuer, J		
Breughel Jan the Younger		
Breughel, Jan the Elder	https://en.wikipedia.org/wiki/Jan_Brueghel_the_Elder	md
Breughel, Pieter	https://en.wikipedia.org/wiki/Pieter_Bruegel_the_Elder	md
Brewster		
Brewster, Sir David		
Bridge F	https://en.wikipedia.org/wiki/Frank_Bridge	md
Bridgeman C		
Bridgeman L		
Bridgeman, Chls		
Bridgewater, Duke of	https://en.wikipedia.org/wiki/Francis_Egerton,_3rd_Duke_of_Bridgewater	md
Bridgman, Laura		
Briggs H	https://en.wikipedia.org/wiki/Henry_Briggs_(mathematician	md
Bright		
Bright's Disease	https://en.wikipedia.org/wiki/Bright%27s_disease	md
Bright, Richard		
Brindley, James	https://en.wikipedia.org/wiki/James_Brindley	md
British Museum	https://en.wikipedia.org/wiki/British_Museum	md
Britten B	https://en.wikipedia.org/wiki/Benjamin_Britten	md
Brongniart Alexandre	https://en.wikipedia.org/wiki/Alexandre_Brongniart	md
Bronte E		
Bronte, Emily		
Brooke, James	https://en.wikipedia.org/wiki/James_Brooke	api
Brooklyn Bridge	https://en.wikipedia.org/wiki/Brooklyn_Bridge	md
Broussais		
Broussais, FJV		
Brower, D		
Brown, Capability	https://en.wikipedia.org/wiki/Capability_Brown	md
Brown, John	https://en.wikipedia.org/wiki/John_Brown_%28abolitionist%29	md
Brown, Robert	https://en.wikipedia.org/wiki/Robert_Browning	api
Brownian motion	https://en.wikipedia.org/wiki/Brownian_motion	md
Browning		
Browning Eliz B	https://en.wikipedia.org/wiki/Elizabeth_Barrett_Browning	md
Brucke von		
Bruckner	https://en.wikipedia.org/wiki/Anton_Bruckner	md
Brugnatelli	https://en.wikipedia.org/wiki/Luigi_Valentino_Brugnatelli	md
Brunel, IK	https://en.wikipedia.org/wiki/Ross_Lupaschuk	api
Brunel, Marc		
Brunelleschi		
Brunelleschi, F		
Bruno	https://en.wikipedia.org/wiki/Giordano_Bruno	md
Brush, George		
Bryan, William Jennings	https://en.wikipedia.org/wiki/William_Jennings_Bryan	api
Bryant WC	https://en.wikipedia.org/wiki/William_Cullen_Bryant	md
Buber		
Bucer		
Bucer, M		
Buchan, John	https://en.wikipedia.org/wiki/John_Buchan	md
Buchanan		
Buchanan, James Pres		
Buckland		
Buckland, Wm		
Buddhism	https://en.wikipedia.org/wiki/Buddhism	api
Buffalo Soldiers	https://en.wikipedia.org/wiki/Buffalo_Soldier	md
Buffon	https://en.wikipedia.org/wiki/Georges-Louis_Leclerc,_Comte_de_Buffon	md
Buffon, G		
Bullock Wm	https://en.wikipedia.org/wiki/William_Bullock_Clark	api
Bullock, George		
Bullock, William	https://en.wikipedia.org/wiki/William_Bullock_(collector	md
Bulow von		
Bulow, Cosima von		
Bulwer-Lytton	https://en.wikipedia.org/wiki/Edward_Bulwer-Lytton	api
Bunsen		
Bunsen burner	https://en.wikipedia.org/wiki/Bunsen_burner	api
Bunuel L	https://en.wikipedia.org/wiki/Luis_Bu%C3%B1uel	md
Buontalenti		
Buontalenti, B		
Burbage		
Burbage, Richard		
Burbank L		
Burdett-Coutts		
Burdett-Coutts, A		
Burgi, Joost	https://en.wikipedia.org/wiki/Jost_B%C3%BCrgi	md
Burgoyne, Gen John	https://en.wikipedia.org/wiki/John_Burgoyne	md
Buridan		
Buridan, Jean		
Burke, E		
Burke, Edmund		
Burke, James		
Burne-Jones		
Burne-Jones, Edward		
Burney		
Burney, Fanny		
Burns, Robert	https://en.wikipedia.org/wiki/Robert_Burns	md
Burns, WJ	https://en.wikipedia.org/wiki/Isabelle_Arvers	api
Burns, Wm J	https://en.wikipedia.org/wiki/William_Peyton_Hubbard	api
Burr A		
Burr, Aaron		
Burroughs, Edgar R	https://en.wikipedia.org/wiki/Edgar_Rice_Burroughs	api
Burton, Richard F	https://en.wikipedia.org/wiki/Richard_Francis_Burton	api
Bush, Vannevar	https://en.wikipedia.org/wiki/Vannevar_Bush	md
Bushnell		
Business		
Business growth		
Busoni F	https://en.wikipedia.org/wiki/Ferruccio_Busoni	api
Bute	https://en.wikipedia.org/wiki/Butte	api
Buxtehude	https://en.wikipedia.org/wiki/Dieterich_Buxtehude	md
Buys Ballot	https://en.wikipedia.org/wiki/C._H._D._Buys_Ballot	md
Byers, James	https://en.wikipedia.org/wiki/James_Byres	md
Byrd		
Byron		
Byron Vice-Adm. J	https://en.wikipedia.org/wiki/Wager_Mutiny	api
Byron, GG Lord		
CBS Columbia Broadcasting		
CO2		
Cabbalism	https://en.wikipedia.org/wiki/Kabbalah	md
Cabral		
Cabral, PA		
Cadbury		
Cagliostro, Alessandro	https://en.wikipedia.org/wiki/Alessandro_Cagliostro	md
Cailletet		
Cailletet, LP		
Calamine		
Calculus	https://en.wikipedia.org/wiki/Calculus	md
Calder A	https://en.wikipedia.org/wiki/Alexander_Calder	md
California		
California Gold Rush	https://en.wikipedia.org/wiki/California_Gold_Rush	api
Callas M		
Callas, Maria		
Calvin, John	https://en.wikipedia.org/wiki/John_Calvin	md
Cambridge U		
Camden W		
Camden, Wm		
Camoens		
Camoens, LV de		
Campanella		
Campanella, T		
Camper P		
Camper, Peter		
Camus	https://en.wikipedia.org/wiki/Albert_Camus	md
Canada		
Canal		
Candolle		
Canned food		
Cannizzaro		
Cannizzaro, S		
Cannon, WB	https://en.wikipedia.org/wiki/Walter_Bradford_Cannon	md
Cannon, Walter		
Canova		
Cantor, Eddie	https://en.wikipedia.org/wiki/Eddie_Cantor	md
Capodistria		
Capone, Al	https://en.wikipedia.org/wiki/Al_Capone	md
Capote, Truman		
Caravaggio	"https://en.wikipedia.org/wiki/Caravaggio_%281986_film%29 ""Caravaggio (1986 film"	md
